"","intpassRegBin","unemplyReg","smokeReg","ageGE65Reg","intMIGReg","AApopReg"
"200",1,5.45,24.95,16.381357826774,17127,18.5732793584524
"201",1,8.42380952380952,34.9190476190476,17.690808031415,217.2,2.06232672704455
"202",0,6.296875,32.45,17.2582853625353,869.8,6.99070225333625
"203",1,5.5125,32.54375,15.7501284245571,1889.2,14.9478324320226
"204",1,6.61333333333333,32.5533333333333,15.3603442793114,1441.4,6.18142962338857
"205",1,5.57647058823529,27.0941176470588,18.268512285335,5104.4,9.99240665408982
"206",1,5.78461538461538,26,17.4486735646018,3313,6.03032058709927
"207",1,5.55555555555556,26.0444444444444,18.8465352731054,2116.8,5.78639549853033
"208",1,4.22142857142857,23.3,15.6720696800603,57789.2,19.0986525148783
"209",0,3.93333333333333,26.1333333333333,19.6107462319539,127.4,1.33478448364376
"210",1,3.875,23.7,24.3447246739516,55.6,0.598310731231282
"211",1,4.65,26.35,20.1997973070798,47.8,0.780819134422803
"212",1,4.5,26.7,19.4721732501072,80.6,0.866368191656536
"213",1,6.4,25.15,24.5373750014484,87.4,0.71548675131907
"214",1,6.48333333333333,29.5111111111111,18.7971504486268,5797.8,14.1927737985659
"215",0,8.18947368421053,30.6684210526316,18.5202607267809,365.6,2.48681095621188
"216",1,4.8,28.45,13.9730950234478,6554.4,13.9350431774109
"217",1,5.44761904761905,28.6285714285714,17.7116269468786,969.4,7.86376925808633
"218",1,5.425,27.96875,16.469662069969,4438.4,13.4148135968851
"219",1,6.66,27.1266666666667,22.1012050433171,196.6,2.44929263138492
"220",1,6.47058823529412,26.8235294117647,23.9996938067921,124.2,0.785039195351807
"221",1,4.37692307692308,27.2615384615385,15.4987525714536,2127.4,6.63317214924257
"222",1,3.54444444444444,27.0888888888889,17.4455355549376,1190.2,7.82965469049158
"223",1,5.72857142857143,28.7571428571429,19.6720062751357,541.2,11.0581059592506
"224",1,4.93333333333333,27.8333333333333,17.0141503695335,7254.6,12.0115150060572
"225",1,3.83333333333333,25.9,15.3471527867815,5685.2,32.1359904648223
"226",1,3.51111111111111,26.0666666666667,16.7556275847065,2205.2,5.66893718560797
"227",1,4.68,30.32,16.7858238855894,285,16.6575840592243
"228",1,3.58571428571429,30.0857142857143,16.006382535339,928.4,7.19049380941751
"229",1,3.09090909090909,29.9545454545455,15.8651225054924,692.2,6.25585601289957
"230",1,3.14444444444444,29.7,14.9754962730069,1924.6,2.96166319634898
"231",1,2.8375,27.3,13.2904870129348,5230.8,15.9527314302243
"232",1,3.73846153846154,30.8384615384615,18.758441873609,342.8,5.6354748603352
"233",1,4.1625,31.1375,17.6077062340866,220.8,3.47250945004514
"234",1,3.22857142857143,29.4857142857143,16.0522355835285,1688.4,1.86204223476709
"235",0,3.43333333333333,30.1583333333333,16.8778729740812,155.8,3.13986493099736
"236",1,3.06666666666667,29.95,17.5057508498136,386.4,4.53018999752079
"237",1,4.675,23.6,14.2186835804887,4613,6.63861313938455
"238",1,3.86666666666667,25.7888888888889,17.9722897599411,689.2,8.09163847558603
"239",1,3.87916666666667,26.7041666666667,19.2603212795116,1113.4,6.56825258229026
"240",1,3.09375,25.89375,16.5010944399054,2675.8,8.82866301039184
"241",1,3.2,27.1588235294118,17.6409612686656,471.6,12.9909623679234
"242",0,3.88148148148148,27.6481481481481,19.4622694242594,345.2,5.61351719924103
"243",1,3.93529411764706,26.0352941176471,17.7384465839363,1007.6,1.52599734021143
"244",1,3.4,25.0875,15.738250844505,2968.4,13.9999059841113
"245",1,3.82857142857143,25.8,16.2349690638839,1956.8,3.59030373216824
"246",1,5.04666666666667,26.7466666666667,20.9152853522093,261.2,0.653726010553183
"247",1,4.63333333333333,26.0611111111111,17.5946061859831,409.6,1.00344405102844
"248",1,6.05714285714286,25.7857142857143,20.9854441204336,180.2,1.25868362542707
"249",0,6.19166666666667,25.8583333333333,19.0959792098578,134.8,1.0478261124362
"250",1,4.51111111111111,23.8777777777778,19.840196946466,254,1.47621531354235
"251",1,6.19285714285714,25.9,16.1938276521705,919.2,2.27814999840223
"252",1,3.28571428571429,20.8857142857143,13.9881581422694,8897.8,9.50183372876605
"253",0,3.9,23.6090909090909,17.4793723460852,1061.4,3.40887234772401
"254",1,4.72727272727273,24.9545454545455,17.9971146088312,313.4,1.65499024958986
"255",0,4.6375,24.61875,20.2010361163184,553.2,2.29609778296705
"256",1,3.8125,25.23125,14.7275188174527,1694.2,4.00674877608436
"257",0,4.25555555555556,25,21.5364835656257,185.8,1.15530079186857
"258",1,3.5625,25.275,18.3463706902539,404.8,1.86741510104808
"259",0,3.45,26.1666666666667,19.7622743332941,82.8,0.862914742659732
"260",1,3.98235294117647,26.8352941176471,19.3666973505045,515.4,2.13622935863248
"261",1,4.37142857142857,25.4714285714286,16.379413865884,1623.4,5.40146809132739
"262",1,5.15,25.9875,15.0943201020795,390,2.83589903268743
"263",1,8.6375,24.6375,18.3540671403513,621.8,1.93069213134012
"264",1,6.81428571428571,26.5857142857143,16.2863177913099,996.6,2.2051466023737
"265",1,5.72,22.65,23.3206147071715,238,0.854025095932987
"266",0,3.68333333333333,24.5,17.7126976146584,208.6,2.10142192022147
"267",0,3.9,23.55,17.2631990422907,49.2,2.10727020602219
"268",1,6.125,25.3375,21.3316641434727,55,1.52685308477585
"269",0,6.75,22.15,18.890290037831,26.2,0.767345198763722
"270",0,6.52,22.18,19.9214688752284,-24,0.583574758834097
"271",1,5.5,20.6666666666667,21.9256004911365,40.4,0.555451783835862
"272",1,5.725,23.8,15.625,64.4,0.805339752708174
"273",1,3.84,19.72,13.7593796200731,347.6,0.829840214635364
"274",0,5.4,25.5,22.5137950659441,-0.600000000000001,3.09729433225753
"275",0,4.15,21.5,14.1845729679141,1057.4,0.929097249128245
"276",0,4.3,20.775,20.6956961172408,10.2,0.630192930573159
"277",1,4.35333333333333,27.1466666666667,17.3866081381182,209.6,0.955640696673052
"278",1,4.14736842105263,24.8052631578947,19.5489022221926,198.8,0.998487545674782
"279",1,3.45384615384615,23.0538461538462,14.1260220632422,1188.8,3.30452694583818
"280",1,3.8,27.2526315789474,18.2615371877188,308,0.629994086698103
"281",1,4.39166666666667,24.3083333333333,20.3416883423977,56.4,0.737237446098206
"282",0,3.71111111111111,23.7666666666667,23.1228023323096,14,0.267722807328082
"283",0,4.35,24.875,17.3519976669583,14.6,0.666103457239407
"284",0,4.325,24.5,18.031343546399,91.8,1.16277018085576
"285",0,3.875,24.05,17.2460624351599,235.6,1.08559498956159
"286",0,4.2,25.7,18.717385508056,93.4,0.812309113774607
"287",1,4.65,23.6,12.465221396082,202.4,3.47801796592062
"288",0,4.26,24.74,21.1742483051286,41,1.34598525088959
"289",0,4.1,23.68,20.2762307030987,87.4,0.71079024245018
"290",0,4.025,23.925,19.3827938594517,19.8,0.7638763333936
"291",0,4.6,23.825,19.6796691087497,73,0.508092245023105
"292",1,3.77142857142857,23.5142857142857,16.9709304716089,192.2,2.17604290207807
"293",1,3.83333333333333,23.6777777777778,23.6248310283872,14.4,0.454193548387097
"294",1,5.21666666666667,23.2833333333333,19.8208549865511,20.2,1.27183533625769
"295",0,4.13333333333333,23.7,23.8741958541816,8,0.237220940434797
"296",1,4.36666666666667,25.2666666666667,16.0099211396591,266.8,2.10408048618559
"297",1,2.56190476190476,23.847619047619,20.7177467008076,103.8,1.22329146958082
"298",1,2.428,23.792,14.6205414257203,604.6,2.13839700992051
"299",1,2.82941176470588,23.7588235294118,16.3666648004031,731,4.83930069690587
"300",1,3.17777777777778,25.0222222222222,15.7016612419946,999,6.84186340781193
"301",1,3.27647058823529,24.5705882352941,15.0097476106558,2685.2,7.08868843903978
"302",1,3.8625,26.55625,19.0577390967013,309,2.27031543764362
"303",1,4.1,15.4333333333333,10.6032024804588,295.6,0.711363239854351
"304",1,3.8,17,11.6537011370918,285.6,1.07169595788856
"305",0,5.93333333333333,19.4833333333333,15.2984243983279,51.4,0.582760941051001
"306",1,5.86,19.56,19.4644936926888,62.6,0.626533588312856
"307",1,6.16666666666667,22.1666666666667,17.6667415786451,5.6,0.499751367478866
"308",0,6.66666666666667,21.8333333333333,11.5533326238871,29.6,0.512650033243517
"309",1,5.76,27.4,20.5368814581061,-56.8,0.362127794942413
"310",1,5.34,23.54,19.5853164833962,168.2,0.522103940267613
"311",0,4.31666666666667,25.2166666666667,15.4108835302695,-21.8,0.3135100891938
"312",1,3.725,22.6,14.7619693739097,705.8,1.4112874426843
"313",1,2.8625,22.775,15.6830043854141,469.6,0.405245073113607
"314",1,2.725,21.1,14.932286936605,253.4,0.440448966257525
"315",1,3.2375,20.25,13.0377005610788,116.4,0.374308293080155
"316",1,4.88,22.34,15.9101213810041,3441.2,2.32984182111358
"317",1,5.13333333333333,24.3,21.8116112522504,224.6,2.0695017644596
"318",1,6.08,27.04,19.6952605565846,728.6,2.11386663408906
"319",0,5.5,24.525,16.3188371426595,272,1.50877103214197
"320",1,6.3,24.12,17.0384978974476,451.8,0.606464712800426
"321",1,5.6,24.1,14.2056670456113,449.6,1.48298513279797
"322",1,6.35,24.15,16.8790233331595,1081.4,1.44553279018877
"323",1,3.76666666666667,23.6666666666667,14.9287917481325,5129.2,3.12644439711949
"324",1,3.95,22.6666666666667,17.4048925151746,827,1.03003720574251
"325",1,4.85,26.95,21.8667258133829,443.4,0.884870874924514
"326",1,4.85,26.9,23.1123577569497,-12.6,0.568143907549008
"327",0,4.475,23.825,18.8736340711684,19.4,0.4094536174751
"328",1,5.625,24.475,21.0708445715596,-25.4,0.612445034956186
"329",0,5.11666666666667,24.9833333333333,18.1412973439504,94,0.864580845474086
"330",0,3.4,24.8,18.9120603015075,7.4,0.334161597121069
"331",1,4.03333333333333,26.4333333333333,17.7668294991163,91.4,0.837390457643622
"332",1,4.39090909090909,24.4090909090909,18.3363508348421,118.2,0.515413834743704
"333",1,4.125,23.6333333333333,17.695395204171,263,0.336213285974643
"334",1,6.82857142857143,25.7,20.2538506023805,118.6,0.342859636381771
"335",1,7,16.3333333333333,15.8226598553836,122.6,0.530984353825305
"336",1,9.91,17.4,15.5653611289463,162.2,0.903585765802545
"337",1,10.4083333333333,26.3333333333333,8.2580368732121,172,0.931771506807637
"338",1,2.325,12.4,18.3716053111213,6187.6,1.84707906800776
"339",1,4.72,24.72,17.2374363363804,3830.6,6.55435160148815
"340",1,4.72307692307692,29.0384615384615,15.5035354049339,1280.8,14.182765129448
"341",1,4.85,28.55625,19.3454371182738,158,2.92945551423655
"342",1,4.7,30.5833333333333,16.4677598965126,3476.4,18.267673028257
"343",1,5.05555555555556,29.9166666666667,18.0824061042214,458.6,1.75780505363346
"344",1,6.03076923076923,32.4384615384615,18.6527386349712,177.8,8.26727753133106
"345",1,4.48461538461538,29.2461538461538,16.9218644897569,698.8,6.25257426438825
"346",0,6.26666666666667,30.7555555555556,21.6444893891003,-14.8,0.753621509704415
"347",0,3.96,29.1066666666667,18.0187829886372,194,3.57130708393571
"348",0,5.18333333333333,30.0833333333333,15.6965220953794,378.8,4.44658643386302
"349",1,1.93333333333333,26.7333333333333,10.1687311030918,55.2,2.73455050443165
"350",1,3.41428571428571,24.3857142857143,14.6125334197521,285.6,2.9328165374677
"351",0,4.43333333333333,26.9833333333333,17.125955499294,43,0.38137536508243
"352",1,3.425,25.275,14.9233449859183,211.2,3.17211262042178
"353",1,2.2,23.6166666666667,13.230966503999,700.2,4.42281184567616
"354",0,2.75555555555556,23.9333333333333,22.6043411823186,37,1.20735288785758
"355",1,4.02,25.4,17.3862485464571,222.2,1.45288239232878
"356",0,2.275,23.9375,16.2202125835762,87.4,1.8479442419592
"357",1,9.4,27.5,25.2138778976277,745.8,1.59459173389416
"358",1,8.375,26.6,21.921882572562,182.8,0.847568011829261
"359",1,5.625,25.05,20.6337429955777,854.8,3.85472541997756
"360",1,6.96666666666667,21.4,19.9613314262996,2427,3.4341367701254
"361",1,3.6,22.4666666666667,17.390864627373,5466.4,11.1941205605908
"362",1,4.1,26.1,17.7246092477808,871.8,4.77506298340248
"363",1,4,22.75,16.5869250373173,8578.2,12.2500189888822
"364",1,4.07142857142857,23.4928571428571,19.352896939002,1088.8,1.28932744725006
"365",1,2.8,26.46,18.1092964175817,2876.8,1.52691754079644
"366",1,3.75,24.325,18.3191568404192,3370.2,6.09133196063427
"367",1,2.75,19.4,15.7437043716181,14899.2,5.73818990765404
"368",1,6.28,22.8,19.6735349776401,3541.6,5.98601524280658
"369",0,5.04,24.48,20.8487164076586,-17.6,0.35886568626407
"370",1,3.9,25.68,16.07959697733,91,0.371234304431982
"371",1,3.6,24.64,16.0975127696764,278.6,1.80726272660942
"372",1,3.9,26.5666666666667,15.7900599669532,111.4,1.14912248828168
"373",1,4.78,22.42,14.6242154947354,92.8,0.570464337413381
"374",1,3.84285714285714,22.4,15.0597160887767,19496.2,14.7536546493735
"375",1,3.47142857142857,21.4571428571429,16.8786589400794,11847.8,10.9667837449793
"376",1,5.75714285714286,26.1857142857143,16.9557979947539,2994,15.6224671879164
"377",1,6.3,28.4571428571429,18.2338583885044,-145.2,2.01524278004496
"378",0,5.56666666666667,29.0666666666667,14.6036448823509,8.2,1.25764669696866
"379",1,4.53333333333333,28,12.4667646782821,-17.2,1.26608063429386
"380",1,6.45,29.975,15.0641693896681,2058.4,11.2749459942668
"381",0,6.35,25.925,20.05098216573,-22.4,1.41789669655168
"382",0,9.17142857142857,23.9142857142857,25.4342574485218,35.8,2.05343251429255
"383",1,8.64,23.81,15.6764996675152,6198.6,6.16408903974334
"384",1,3.61111111111111,19.4777777777778,15.3360308617684,44289.4,6.04678497271554
"385",1,5.5,22.5285714285714,23.2703416405347,310.4,1.06060011986714
"386",1,10.8,22.7333333333333,12.0936008340269,3675.6,4.6377718240636
"387",1,7.4,19.7,15.8310379426908,1696.2,1.88571091442263
"388",1,4.675,18.525,14.000975762242,51867.2,6.08714813073477
"389",1,10.2333333333333,21.4333333333333,13.073239431929,3330,7.16207890544945
